observation_id,date,year,month,season,location_x,location_y,true_stability,observed_stability,measurement_error,observer_id,observer_name,observer_experience,instrument_type,weather_conditions,days_since_last_survey,drift_detected,drift_direction,drift_magnitude_m,confidence_rating,notes
OBS0273,1852-12-10,1852,12,winter,36.48,47.02,0.0,0.074,0.0739,MAP004,The Pickbox Man,35,theodolite,rain,850,False,none,0.0,0.45,"Ground feels unsafe, densmuck visible; rain affecting measurements"
OBS0274,1852-12-28,1852,12,winter,65.94,34.38,0.576,0.675,0.0985,MAP010,Pennick Harvor,7,measuring_rod,clear,1060,True,W,1.5,0.55,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0275,1852-12-02,1852,12,winter,67.93,52.83,0.0,0.0,0.0,MAP006,Drogan Pol,5,pacing,rain,270,False,none,0.0,0.35,"Ground feels unsafe, densmuck visible; rain affecting measurements"
OBS0276,1852-12-23,1852,12,winter,60.38,66.74,0.159,0.013,-0.1464,MAP003,Corra Venst,15,theodolite,rain,365,False,none,0.0,0.38,"Ground feels unsafe, densmuck visible; rain affecting measurements"
OBS0277,1853-01-05,1853,1,winter,42.77,89.25,1.0,1.0,0.0,MAP004,The Pickbox Man,35,theodolite,clear,125,False,none,0.0,0.89,"Solid ground, safe for building"
OBS0278,1853-01-16,1853,1,winter,61.25,84.84,1.0,0.984,-0.0162,MAP004,The Pickbox Man,35,theodolite,overcast,365,False,none,0.0,0.73,"Solid ground, safe for building"
OBS0279,1853-01-10,1853,1,winter,39.83,73.77,0.779,0.79,0.0114,MAP010,Pennick Harvor,7,measuring_rod,overcast,430,False,none,0.0,0.43,Mostly firm ground with soft patches
OBS0280,1853-01-25,1853,1,winter,71.89,48.14,0.268,0.0,-0.2679,MAP010,Pennick Harvor,7,measuring_rod,fog,305,False,none,0.0,0.27,"Ground feels unsafe, densmuck visible; visibility poor"
OBS0281,1853-01-02,1853,1,winter,38.21,79.27,1.0,0.999,-0.0013,MAP011,Old Tunney,40,theodolite,clear,1370,False,none,0.0,0.92,"Solid ground, safe for building"
OBS0282,1853-02-12,1853,2,winter,73.86,29.39,1.0,1.0,0.0,MAP004,The Pickbox Man,35,theodolite,fog,305,False,none,0.0,0.38,"Solid ground, safe for building; visibility poor"
OBS0283,1853-02-04,1853,2,winter,77.72,41.77,0.862,0.881,0.0191,MAP009,Marga Denside,18,theodolite,clear,520,True,W,2.7,0.65,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0284,1853-02-19,1853,2,winter,28.94,58.29,0.188,0.195,0.0063,MAP011,Old Tunney,40,theodolite,rain,1795,True,E,1.8,0.46,"Ground feels unsafe, densmuck visible; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0285,1853-02-13,1853,2,winter,80.63,44.15,0.901,0.933,0.0319,MAP001,Ferrick Mol,22,theodolite,overcast,1980,True,W,5.0,0.62,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0286,1853-02-24,1853,2,winter,77.68,41.9,0.857,0.589,-0.2681,MAP006,Drogan Pol,5,pacing,clear,0,False,none,0.0,0.5,"Transition zone, patchy stability"
OBS0287,1853-02-19,1853,2,winter,34.99,48.15,0.0,0.042,0.0423,MAP004,The Pickbox Man,35,theodolite,overcast,730,True,E,4.2,0.72,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0288,1853-02-01,1853,2,winter,66.76,42.01,0.247,0.284,0.0364,MAP004,The Pickbox Man,35,theodolite,clear,2375,True,W,8.0,0.77,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0289,1853-03-13,1853,3,spring,51.15,22.09,0.573,0.588,0.0157,MAP004,The Pickbox Man,35,theodolite,clear,1555,True,N,5.1,0.84,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0290,1853-03-24,1853,3,spring,66.2,34.52,0.527,0.515,-0.012,MAP004,The Pickbox Man,35,theodolite,clear,95,True,W,2.4,0.86,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0291,1853-03-09,1853,3,spring,74.28,78.42,1.0,1.0,0.0,MAP015,Missus Hollow,28,theodolite,clear,365,False,none,0.0,0.78,"Solid ground, safe for building"
OBS0292,1853-03-02,1853,3,spring,74.19,57.97,0.427,0.433,0.0061,MAP004,The Pickbox Man,35,theodolite,overcast,1035,True,W,7.4,0.67,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0293,1853-04-19,1853,4,spring,45.69,19.32,0.857,1.0,0.1434,MAP010,Pennick Harvor,7,measuring_rod,clear,700,True,N,3.1,0.54,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0294,1853-04-09,1853,4,spring,66.1,34.29,0.527,0.559,0.0322,MAP011,Old Tunney,40,theodolite,overcast,30,False,none,0.0,0.65,"Transition zone, patchy stability"
OBS0295,1853-05-17,1853,5,spring,30.53,36.15,0.586,0.471,-0.1153,MAP010,Pennick Harvor,7,measuring_rod,overcast,2375,False,none,0.0,0.56,"Transition zone, patchy stability"
OBS0296,1853-05-10,1853,5,spring,25.39,46.53,0.765,0.906,0.1405,MAP007,Sister Kalma,12,theodolite,fog,550,True,W,2.6,0.23,"Solid ground, safe for building; visibility poor; boundary appears to have shifted since last survey"
OBS0297,1853-05-27,1853,5,spring,71.76,48.18,0.316,0.209,-0.107,MAP011,Old Tunney,40,theodolite,fog,120,True,E,2.4,0.34,"Soft ground, footprints sink deep; visibility poor; boundary appears to have shifted since last survey; conditions made precise measurement difficult"
OBS0298,1853-06-21,1853,6,summer,45.03,35.67,0.0,0.019,0.0188,MAP011,Old Tunney,40,theodolite,overcast,1185,False,none,0.0,0.69,"Ground feels unsafe, densmuck visible"
OBS0299,1853-07-23,1853,7,summer,26.36,47.02,0.697,0.637,-0.06,MAP004,The Pickbox Man,35,theodolite,overcast,2800,False,none,0.0,0.77,Mostly firm ground with soft patches
OBS0300,1853-07-06,1853,7,summer,47.41,59.76,0.0,0.0,0.0,MAP009,Marga Denside,18,theodolite,clear,395,False,none,0.0,0.75,"Ground feels unsafe, densmuck visible"
OBS0301,1853-08-26,1853,8,summer,31.03,29.62,0.82,0.778,-0.042,MAP012,Grit-Eye Salla,10,measuring_rod,clear,1610,True,S,1.5,0.67,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0302,1853-08-18,1853,8,summer,27.88,38.38,0.672,0.691,0.0193,MAP009,Marga Denside,18,theodolite,overcast,365,False,none,0.0,0.54,Mostly firm ground with soft patches
OBS0303,1853-08-11,1853,8,summer,54.78,78.42,0.872,0.687,-0.185,MAP010,Pennick Harvor,7,measuring_rod,clear,670,False,none,0.0,0.65,Mostly firm ground with soft patches
OBS0304,1853-09-28,1853,9,autumn,32.78,38.92,0.29,0.34,0.0496,MAP015,Missus Hollow,28,theodolite,clear,1825,True,E,3.3,0.78,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0305,1853-09-10,1853,9,autumn,38.15,79.33,1.0,0.99,-0.0104,MAP012,Grit-Eye Salla,10,measuring_rod,clear,240,False,none,0.0,0.64,"Solid ground, safe for building"
OBS0306,1853-09-23,1853,9,autumn,64.2,47.18,0.0,0.0,0.0,MAP001,Ferrick Mol,22,theodolite,rain,1670,False,none,0.0,0.43,"Ground feels unsafe, densmuck visible; rain affecting measurements"
OBS0307,1853-10-25,1853,10,autumn,25.52,60.95,0.538,0.446,-0.0918,MAP012,Grit-Eye Salla,10,measuring_rod,rain,1430,True,E,1.1,0.23,"Transition zone, patchy stability; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0308,1853-10-13,1853,10,autumn,35.71,44.67,0.088,0.024,-0.064,MAP006,Drogan Pol,5,pacing,overcast,1460,False,none,0.0,0.34,"Ground feels unsafe, densmuck visible"
OBS0309,1853-10-17,1853,10,autumn,41.95,31.55,0.275,0.304,0.0284,MAP009,Marga Denside,18,theodolite,rain,395,False,none,0.0,0.29,"Soft ground, footprints sink deep; rain affecting measurements"
OBS0310,1853-10-10,1853,10,autumn,27.83,38.37,0.676,0.622,-0.0534,MAP003,Corra Venst,15,theodolite,overcast,60,False,none,0.0,0.55,Mostly firm ground with soft patches
OBS0311,1853-10-24,1853,10,autumn,46.89,72.34,0.633,0.668,0.0349,MAP004,The Pickbox Man,35,theodolite,clear,485,True,S,2.1,0.81,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0312,1853-10-10,1853,10,autumn,22.64,51.84,0.829,0.788,-0.0407,MAP011,Old Tunney,40,theodolite,rain,1155,False,none,0.0,0.59,Mostly firm ground with soft patches; rain affecting measurements
OBS0313,1853-11-07,1853,11,autumn,44.71,61.76,0.0,0.03,0.0303,MAP015,Missus Hollow,28,theodolite,overcast,635,False,none,0.0,0.65,"Ground feels unsafe, densmuck visible"
OBS0314,1853-11-21,1853,11,autumn,71.05,34.13,0.866,0.882,0.0165,MAP006,Drogan Pol,5,pacing,rain,395,True,W,1.3,0.23,"Solid ground, safe for building; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0315,1853-12-19,1853,12,winter,58.81,75.04,0.66,0.638,-0.0221,MAP013,Karvo the Silent,6,pacing,rain,2795,False,none,0.0,0.37,Mostly firm ground with soft patches; rain affecting measurements
OBS0316,1853-12-21,1853,12,winter,44.72,61.9,0.0,0.0,0.0,MAP003,Corra Venst,15,theodolite,rain,30,False,none,0.0,0.41,"Ground feels unsafe, densmuck visible; rain affecting measurements"
OBS0317,1853-12-04,1853,12,winter,16.43,66.45,1.0,1.0,0.0,MAP015,Missus Hollow,28,theodolite,clear,455,False,none,0.0,0.67,"Solid ground, safe for building"
OBS0318,1853-12-27,1853,12,winter,42.31,39.98,0.0,0.0,0.0,MAP001,Ferrick Mol,22,theodolite,clear,910,False,none,0.0,0.79,"Ground feels unsafe, densmuck visible"
OBS0319,1853-12-27,1853,12,winter,31.06,29.58,0.799,0.793,-0.0054,MAP004,The Pickbox Man,35,theodolite,clear,120,True,N,1.1,0.82,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0320,1853-12-17,1853,12,winter,23.06,48.3,0.826,0.843,0.0174,MAP011,Old Tunney,40,theodolite,clear,1580,True,E,2.2,0.84,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0321,1854-01-07,1854,1,winter,44.93,35.83,0.0,0.023,0.0225,MAP011,Old Tunney,40,theodolite,overcast,215,False,none,0.0,0.79,"Ground feels unsafe, densmuck visible"
OBS0322,1854-01-09,1854,1,winter,60.14,66.34,0.127,0.104,-0.0231,MAP011,Old Tunney,40,theodolite,overcast,550,True,S,2.2,0.78,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0323,1854-02-10,1854,2,winter,62.45,72.87,0.53,0.62,0.0895,MAP011,Old Tunney,40,theodolite,rain,1280,True,S,5.8,0.56,Mostly firm ground with soft patches; rain affecting measurements; boundary appears to have shifted since last survey
OBS0324,1854-02-27,1854,2,winter,36.74,46.91,0.0,0.0,0.0,MAP004,The Pickbox Man,35,theodolite,clear,430,False,none,0.0,0.81,"Ground feels unsafe, densmuck visible"
OBS0325,1854-03-06,1854,3,spring,78.09,43.58,0.817,0.708,-0.1092,MAP012,Grit-Eye Salla,10,measuring_rod,clear,915,True,W,3.4,0.64,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0326,1854-03-04,1854,3,spring,47.69,59.87,0.0,0.0,0.0,MAP004,The Pickbox Man,35,theodolite,clear,580,False,none,0.0,0.89,"Ground feels unsafe, densmuck visible"
OBS0327,1854-03-20,1854,3,spring,58.91,69.2,0.185,0.059,-0.1254,MAP012,Grit-Eye Salla,10,measuring_rod,rain,3135,True,S,7.6,0.36,"Ground feels unsafe, densmuck visible; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0328,1854-03-03,1854,3,spring,32.0,22.7,1.0,0.984,-0.0163,MAP004,The Pickbox Man,35,theodolite,clear,945,False,none,0.0,0.77,"Solid ground, safe for building"
OBS0329,1854-03-08,1854,3,spring,42.24,40.05,0.0,0.018,0.0179,MAP011,Old Tunney,40,theodolite,clear,95,False,none,0.0,0.89,"Ground feels unsafe, densmuck visible"
OBS0330,1854-03-10,1854,3,spring,66.55,54.36,0.0,0.026,0.0264,MAP004,The Pickbox Man,35,theodolite,overcast,1490,False,none,0.0,0.74,"Ground feels unsafe, densmuck visible"
OBS0331,1854-04-28,1854,4,spring,72.03,30.97,0.918,0.931,0.0127,MAP001,Ferrick Mol,22,theodolite,clear,1855,True,W,4.1,0.79,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0332,1854-05-03,1854,5,spring,32.8,38.98,0.306,0.3,-0.006,MAP004,The Pickbox Man,35,theodolite,clear,245,False,none,0.0,0.85,"Soft ground, footprints sink deep"
OBS0333,1854-05-02,1854,5,spring,61.51,72.56,0.596,0.74,0.1442,MAP005,Ulla Grent,8,measuring_rod,clear,1855,True,N,1.9,0.62,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0334,1854-06-18,1854,6,summer,54.03,23.62,0.537,0.456,-0.0805,MAP011,Old Tunney,40,theodolite,overcast,365,False,none,0.0,0.68,"Transition zone, patchy stability"
OBS0335,1854-06-24,1854,6,summer,65.41,32.88,0.625,0.663,0.0375,MAP015,Missus Hollow,28,theodolite,overcast,1825,True,N,2.4,0.63,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0336,1854-06-07,1854,6,summer,60.14,56.77,0.0,0.074,0.0735,MAP001,Ferrick Mol,22,theodolite,overcast,1765,False,none,0.0,0.62,"Ground feels unsafe, densmuck visible"
OBS0337,1854-07-20,1854,7,summer,39.95,73.62,0.808,0.717,-0.0911,MAP001,Ferrick Mol,22,theodolite,overcast,545,True,N,1.5,0.5,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0338,1854-07-02,1854,7,summer,71.61,34.09,0.906,0.977,0.0711,MAP015,Missus Hollow,28,theodolite,rain,670,False,none,0.0,0.45,"Solid ground, safe for building; rain affecting measurements"
OBS0339,1854-07-26,1854,7,summer,79.02,64.53,1.0,0.983,-0.0174,MAP001,Ferrick Mol,22,theodolite,overcast,1125,False,none,0.0,0.61,"Solid ground, safe for building"
OBS0340,1854-08-09,1854,8,summer,38.69,68.69,0.377,0.425,0.0485,MAP015,Missus Hollow,28,theodolite,overcast,2645,True,S,4.4,0.62,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0341,1854-08-21,1854,8,summer,54.37,16.98,0.903,0.922,0.0186,MAP011,Old Tunney,40,theodolite,overcast,1340,False,none,0.0,0.76,"Solid ground, safe for building"
OBS0342,1854-08-19,1854,8,summer,71.55,33.93,0.894,0.931,0.0365,MAP007,Sister Kalma,12,theodolite,clear,30,False,none,0.0,0.64,"Solid ground, safe for building"
OBS0343,1854-09-24,1854,9,autumn,63.91,41.0,0.217,0.274,0.0572,MAP009,Marga Denside,18,theodolite,fog,2705,False,none,0.0,0.21,"Soft ground, footprints sink deep; visibility poor"
OBS0344,1854-09-06,1854,9,autumn,22.93,48.28,0.845,0.85,0.0058,MAP004,The Pickbox Man,35,theodolite,clear,275,False,none,0.0,0.86,"Solid ground, safe for building"
OBS0345,1854-09-08,1854,9,autumn,70.95,34.05,0.875,0.893,0.0179,MAP009,Marga Denside,18,theodolite,rain,305,False,none,0.0,0.32,"Solid ground, safe for building; rain affecting measurements"
OBS0346,1854-10-13,1854,10,autumn,22.89,48.17,0.847,0.788,-0.0593,MAP007,Sister Kalma,12,theodolite,clear,30,False,none,0.0,0.5,Mostly firm ground with soft patches
OBS0347,1854-10-07,1854,10,autumn,35.81,73.03,0.768,0.787,0.0189,MAP011,Old Tunney,40,theodolite,rain,1670,False,none,0.0,0.4,Mostly firm ground with soft patches; rain affecting measurements
OBS0348,1854-11-03,1854,11,autumn,63.09,21.25,0.861,0.843,-0.0179,MAP009,Marga Denside,18,theodolite,clear,1855,True,N,1.6,0.73,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0349,1854-11-17,1854,11,autumn,27.25,48.69,0.524,0.502,-0.0219,MAP007,Sister Kalma,12,theodolite,rain,2250,True,E,4.0,0.33,"Transition zone, patchy stability; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0350,1854-11-07,1854,11,autumn,73.13,52.13,0.273,0.136,-0.137,MAP010,Pennick Harvor,7,measuring_rod,clear,1855,True,W,4.3,0.6,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0351,1854-12-06,1854,12,winter,44.94,35.74,0.0,0.0,0.0,MAP004,The Pickbox Man,35,theodolite,clear,330,False,none,0.0,0.89,"Ground feels unsafe, densmuck visible"
OBS0352,1854-12-05,1854,12,winter,22.44,51.91,0.81,0.843,0.033,MAP011,Old Tunney,40,theodolite,clear,425,False,none,0.0,0.86,"Solid ground, safe for building"
OBS0353,1854-12-10,1854,12,winter,38.7,68.27,0.308,0.342,0.0339,MAP009,Marga Denside,18,theodolite,overcast,120,True,S,3.5,0.63,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0354,1855-01-27,1855,1,winter,33.83,36.99,0.247,0.257,0.0103,MAP004,The Pickbox Man,35,theodolite,fog,1160,True,E,1.6,0.37,"Soft ground, footprints sink deep; visibility poor; boundary appears to have shifted since last survey"
OBS0355,1855-01-22,1855,1,winter,31.8,75.51,0.894,0.954,0.0593,MAP001,Ferrick Mol,22,theodolite,rain,885,True,S,1.0,0.48,"Solid ground, safe for building; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0356,1855-01-11,1855,1,winter,74.47,78.45,1.0,0.993,-0.0072,MAP015,Missus Hollow,28,theodolite,clear,670,False,none,0.0,0.87,"Solid ground, safe for building"
OBS0357,1855-01-20,1855,1,winter,62.79,21.33,0.844,0.832,-0.0115,MAP011,Old Tunney,40,theodolite,clear,65,False,none,0.0,0.92,"Solid ground, safe for building"
OBS0358,1855-02-19,1855,2,winter,71.87,48.11,0.21,0.246,0.0355,MAP004,The Pickbox Man,35,theodolite,clear,640,True,W,5.3,0.83,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0359,1855-02-24,1855,2,winter,45.77,66.39,0.148,0.155,0.0071,MAP004,The Pickbox Man,35,theodolite,overcast,885,True,S,3.6,0.72,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0360,1855-02-19,1855,2,winter,80.44,44.04,0.887,0.881,-0.0066,MAP011,Old Tunney,40,theodolite,clear,730,False,none,0.0,0.88,"Solid ground, safe for building"
OBS0361,1855-02-06,1855,2,winter,45.48,66.19,0.14,0.176,0.0352,MAP004,The Pickbox Man,35,theodolite,clear,0,False,none,0.0,0.94,"Ground feels unsafe, densmuck visible"
OBS0362,1855-02-17,1855,2,winter,74.25,55.24,0.326,0.256,-0.0702,MAP011,Old Tunney,40,theodolite,overcast,1890,True,W,6.2,0.75,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0363,1855-02-19,1855,2,winter,51.83,21.97,0.548,0.522,-0.026,MAP011,Old Tunney,40,theodolite,overcast,945,True,N,6.0,0.65,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0364,1855-03-04,1855,3,spring,46.9,72.26,0.516,0.399,-0.1171,MAP012,Grit-Eye Salla,10,measuring_rod,fog,520,True,S,5.9,0.18,"Soft ground, footprints sink deep; visibility poor; boundary appears to have shifted since last survey"
OBS0365,1855-03-26,1855,3,spring,33.93,34.13,0.329,0.338,0.0097,MAP003,Corra Venst,15,theodolite,fog,1645,True,E,7.6,0.11,"Soft ground, footprints sink deep; visibility poor; boundary appears to have shifted since last survey"
OBS0366,1855-04-02,1855,4,spring,44.86,61.84,0.0,0.0,0.0,MAP011,Old Tunney,40,theodolite,overcast,490,False,none,0.0,0.84,"Ground feels unsafe, densmuck visible"
OBS0367,1855-05-22,1855,5,spring,77.58,41.7,0.9,0.956,0.0559,MAP003,Corra Venst,15,theodolite,clear,820,True,E,2.2,0.64,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0368,1855-05-14,1855,5,spring,62.94,21.43,0.879,0.901,0.0227,MAP004,The Pickbox Man,35,theodolite,clear,120,True,S,1.7,0.77,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0369,1855-05-28,1855,5,spring,76.34,66.32,0.907,0.926,0.019,MAP004,The Pickbox Man,35,theodolite,overcast,1550,True,E,1.4,0.72,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0370,1855-05-05,1855,5,spring,42.34,65.39,0.163,0.179,0.0156,MAP015,Missus Hollow,28,theodolite,clear,915,False,none,0.0,0.81,"Ground feels unsafe, densmuck visible"
OBS0371,1855-06-26,1855,6,summer,62.08,36.2,0.24,0.196,-0.0435,MAP001,Ferrick Mol,22,theodolite,overcast,1430,True,N,1.2,0.6,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0372,1855-07-08,1855,7,summer,71.39,33.93,0.899,0.883,-0.0158,MAP001,Ferrick Mol,22,theodolite,clear,335,False,none,0.0,0.81,"Solid ground, safe for building"
OBS0373,1855-07-06,1855,7,summer,31.92,22.72,1.0,1.0,0.0,MAP010,Pennick Harvor,7,measuring_rod,clear,485,False,none,0.0,0.59,"Solid ground, safe for building"
OBS0374,1855-07-06,1855,7,summer,42.02,65.17,0.15,0.0,-0.1499,MAP012,Grit-Eye Salla,10,measuring_rod,clear,60,False,none,0.0,0.46,"Ground feels unsafe, densmuck visible"
OBS0375,1855-07-21,1855,7,summer,54.37,16.92,0.913,0.77,-0.1426,MAP012,Grit-Eye Salla,10,measuring_rod,rain,335,False,none,0.0,0.22,Mostly firm ground with soft patches; rain affecting measurements
OBS0376,1855-08-06,1855,8,summer,74.18,58.14,0.495,0.39,-0.1048,MAP009,Marga Denside,18,theodolite,clear,880,True,E,3.4,0.65,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0377,1855-09-04,1855,9,autumn,31.64,42.46,0.278,0.269,-0.0087,MAP015,Missus Hollow,28,theodolite,overcast,1185,True,E,3.1,0.62,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0378,1855-09-01,1855,9,autumn,54.55,17.01,0.898,0.733,-0.1646,MAP012,Grit-Eye Salla,10,measuring_rod,overcast,60,False,none,0.0,0.46,Mostly firm ground with soft patches
OBS0379,1855-09-04,1855,9,autumn,42.04,65.13,0.131,0.126,-0.0053,MAP011,Old Tunney,40,theodolite,overcast,60,False,none,0.0,0.72,"Ground feels unsafe, densmuck visible"
OBS0380,1855-09-24,1855,9,autumn,39.33,70.91,0.569,0.512,-0.0577,MAP001,Ferrick Mol,22,theodolite,clear,3405,True,S,7.0,0.74,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0381,1855-09-03,1855,9,autumn,33.93,37.06,0.267,0.381,0.1142,MAP015,Missus Hollow,28,theodolite,fog,240,False,none,0.0,0.38,"Soft ground, footprints sink deep; visibility poor; conditions made precise measurement difficult"
OBS0382,1855-10-06,1855,10,autumn,77.58,36.81,1.0,1.0,0.0,MAP011,Old Tunney,40,theodolite,rain,2860,False,none,0.0,0.49,"Solid ground, safe for building; rain affecting measurements"
OBS0383,1855-11-20,1855,11,autumn,60.29,66.65,0.135,0.0,-0.1347,MAP013,Karvo the Silent,6,pacing,clear,1065,True,S,1.2,0.57,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0384,1855-11-05,1855,11,autumn,80.56,44.14,0.909,0.952,0.0439,MAP004,The Pickbox Man,35,theodolite,clear,270,True,E,1.1,0.82,"Solid ground, safe for building; boundary appears to have shifted since last survey"
OBS0385,1855-12-01,1855,12,winter,34.82,48.17,0.083,0.138,0.055,MAP015,Missus Hollow,28,theodolite,clear,1030,True,W,4.2,0.83,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0386,1855-12-28,1855,12,winter,28.96,58.21,0.205,0.139,-0.0654,MAP004,The Pickbox Man,35,theodolite,clear,1030,False,none,0.0,0.91,"Ground feels unsafe, densmuck visible"
OBS0387,1855-12-23,1855,12,winter,54.6,78.29,0.838,0.828,-0.0093,MAP011,Old Tunney,40,theodolite,rain,850,True,S,1.7,0.46,"Solid ground, safe for building; rain affecting measurements; boundary appears to have shifted since last survey"
OBS0388,1856-01-02,1856,1,winter,42.04,65.34,0.119,0.108,-0.0109,MAP004,The Pickbox Man,35,theodolite,clear,125,False,none,0.0,0.82,"Ground feels unsafe, densmuck visible"
OBS0389,1856-02-10,1856,2,winter,25.78,23.05,1.0,0.696,-0.3044,MAP013,Karvo the Silent,6,pacing,overcast,365,False,none,0.0,0.43,Mostly firm ground with soft patches
OBS0390,1856-02-08,1856,2,winter,36.66,46.73,0.0,0.093,0.0925,MAP001,Ferrick Mol,22,theodolite,clear,730,False,none,0.0,0.79,"Ground feels unsafe, densmuck visible"
OBS0391,1856-03-26,1856,3,spring,31.51,70.45,0.532,0.522,-0.0108,MAP004,The Pickbox Man,35,theodolite,clear,1460,True,S,2.8,0.84,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0392,1856-03-05,1856,3,spring,61.55,72.8,0.465,0.49,0.0245,MAP004,The Pickbox Man,35,theodolite,clear,670,True,S,6.5,0.87,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0393,1856-03-27,1856,3,spring,45.78,70.75,0.406,0.462,0.0559,MAP009,Marga Denside,18,theodolite,clear,3560,True,S,12.3,0.7,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0394,1856-04-20,1856,4,spring,29.07,58.24,0.159,0.177,0.0183,MAP004,The Pickbox Man,35,theodolite,overcast,125,True,E,2.3,0.69,"Ground feels unsafe, densmuck visible; boundary appears to have shifted since last survey"
OBS0395,1856-04-09,1856,4,spring,65.2,43.92,0.101,0.335,0.2341,MAP006,Drogan Pol,5,pacing,clear,1735,True,W,4.7,0.58,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0396,1856-04-12,1856,4,spring,71.81,48.31,0.193,0.27,0.0769,MAP003,Corra Venst,15,theodolite,overcast,425,False,none,0.0,0.48,"Soft ground, footprints sink deep"
OBS0397,1856-04-03,1856,4,spring,61.95,22.55,0.711,0.692,-0.0195,MAP009,Marga Denside,18,theodolite,clear,1585,True,N,4.4,0.63,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0398,1856-04-02,1856,4,spring,52.91,69.21,0.158,0.057,-0.1011,MAP015,Missus Hollow,28,theodolite,rain,2190,True,S,3.1,0.33,"Ground feels unsafe, densmuck visible; rain affecting measurements; boundary appears to have shifted since last survey; conditions made precise measurement difficult"
OBS0399,1856-05-12,1856,5,spring,60.65,35.28,0.161,0.186,0.0254,MAP003,Corra Venst,15,theodolite,clear,4045,False,none,0.0,0.77,"Ground feels unsafe, densmuck visible"
OBS0400,1856-05-10,1856,5,spring,77.24,50.55,0.655,0.678,0.0231,MAP004,The Pickbox Man,35,theodolite,overcast,3470,True,W,2.3,0.74,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
OBS0401,1856-05-10,1856,5,spring,54.11,23.76,0.501,0.471,-0.0293,MAP004,The Pickbox Man,35,theodolite,clear,700,True,N,1.8,0.83,"Transition zone, patchy stability; boundary appears to have shifted since last survey"
OBS0402,1856-06-12,1856,6,summer,61.81,36.2,0.213,0.233,0.0201,MAP003,Corra Venst,15,theodolite,overcast,365,True,N,1.3,0.48,"Soft ground, footprints sink deep; boundary appears to have shifted since last survey"
OBS0403,1856-06-04,1856,6,summer,39.42,70.99,0.599,0.758,0.1591,MAP013,Karvo the Silent,6,pacing,clear,275,True,N,1.5,0.62,Mostly firm ground with soft patches; boundary appears to have shifted since last survey
