sale_id,creature_id,creature_name,category,danger_rating,rarity_rating,condition,year,week,seller_reputation,buyer_type,destination,quantity,price_per_unit,total_price
SALE-01056,CR005,Marsh Stalker,reptile,6,5,fair,1855,43,0.583,trader,Miasto Market,2,127.95,255.9
SALE-01675,CR007,Yeller Bird,bird,0,3,fair,1855,43,0.831,collector,Scholar Study,1,49.82,49.82
SALE-00165,CR003,Granite Wren,bird,1,2,damaged,1855,44,0.892,display,Capital Display,4,11.99,47.96
SALE-01368,CR011,Cave Moth,insect,0,2,fair,1855,44,0.851,trader,Miasto Market,2,4.04,8.08
SALE-00392,CR003,Granite Wren,bird,1,2,partial,1855,45,0.72,trader,Miasto Market,4,3.26,13.04
SALE-00431,CR004,Swamp Hornet,insect,4,1,good,1855,45,0.423,trader,Miasto Market,1,4.25,4.25
SALE-01261,CR006,Glass Beetle,insect,2,6,fair,1855,45,0.586,trader,Miasto Market,1,36.74,36.74
SALE-01823,CR014,Densmuck Crawler,arthropod,4,5,damaged,1855,45,0.488,senator,Private Collection,1,25.42,25.42
SALE-00532,CR005,Marsh Stalker,reptile,6,5,damaged,1855,46,0.855,trader,Miasto Market,1,93.85,93.85
SALE-01806,CR004,Swamp Hornet,insect,4,1,fair,1855,46,0.904,unknown,Unknown,3,2.66,7.98
SALE-00298,CR003,Granite Wren,bird,1,2,pristine,1855,47,0.825,senator,Private Collection,1,43.84,43.84
SALE-00861,CR004,Swamp Hornet,insect,4,1,fair,1855,47,0.767,unknown,Unknown,1,4.71,4.71
SALE-00908,CR013,Quarry Toad,amphibian,2,3,good,1855,47,0.961,senator,Private Collection,4,37.52,150.08
SALE-01066,CR008,Wharver,mammal,8,6,fair,1855,47,0.8,archivist,Capital Archives,1,394.34,394.34
SALE-00253,CR011,Cave Moth,insect,0,2,fair,1855,48,0.671,display,Capital Display,2,5.6,11.2
SALE-00452,CR005,Marsh Stalker,reptile,6,5,fair,1855,48,0.528,collector,Senate Zoological,1,115.4,115.4
SALE-00771,CR014,Densmuck Crawler,arthropod,4,5,fair,1855,48,0.844,collector,Scholar Study,1,57.37,57.37
SALE-01043,CR005,Marsh Stalker,reptile,6,5,good,1855,48,0.791,senator,Senate Zoological,1,264.41,264.41
SALE-01836,CR001,Leatherback Burrower,bird,3,4,fair,1855,48,0.821,collector,Miasto Market,1,32.35,32.35
SALE-00188,CR001,Leatherback Burrower,bird,3,4,good,1855,49,0.626,display,Capital Display,1,17.86,17.86
SALE-01921,CR004,Swamp Hornet,insect,4,1,damaged,1855,49,0.472,unknown,Senate Zoological,3,2.81,8.43
SALE-01990,CR014,Densmuck Crawler,arthropod,4,5,good,1855,49,0.874,unknown,Miasto Market,1,161.35,161.35
SALE-01621,CR011,Cave Moth,insect,0,2,fair,1855,50,0.92,senator,Private Collection,5,11.81,59.05
SALE-00025,CR007,Yeller Bird,bird,0,3,fair,1855,51,0.729,trader,Miasto Market,1,17.91,17.91
SALE-00628,CR002,Stone Spine Lizard,reptile,5,7,damaged,1855,51,0.869,collector,Scholar Study,1,78.88,78.88
SALE-00986,CR009,Stakdur,reptile,9,8,fair,1855,51,0.676,display,Capital Display,1,248.76,248.76
SALE-01162,CR003,Granite Wren,bird,1,2,partial,1855,51,0.617,collector,Unknown,3,3.53,10.59
SALE-01710,CR009,Stakdur,reptile,9,8,fair,1855,51,0.812,archivist,Capital Archives,1,987.79,987.79
SALE-01793,CR004,Swamp Hornet,insect,4,1,fair,1855,51,0.518,senator,Senate Zoological,2,3.42,6.84
SALE-01937,CR010,Grimslew,mammal,7,7,damaged,1855,51,0.938,archivist,Capital Archives,1,226.37,226.37
SALE-00135,CR011,Cave Moth,insect,0,2,pristine,1855,52,0.856,archivist,Capital Archives,1,20.01,20.01
SALE-00350,CR004,Swamp Hornet,insect,4,1,partial,1856,1,0.418,senator,Senate Zoological,2,1.09,2.18
SALE-01003,CR004,Swamp Hornet,insect,4,1,fair,1856,1,0.693,unknown,Private Collection,1,2.01,2.01
SALE-01282,CR003,Granite Wren,bird,1,2,damaged,1856,1,0.402,archivist,Capital Archives,1,20.48,20.48
SALE-01504,CR011,Cave Moth,insect,0,2,partial,1856,1,0.667,display,Capital Display,1,2.38,2.38
SALE-00143,CR003,Granite Wren,bird,1,2,fair,1856,2,0.766,collector,Unknown,1,26.06,26.06
SALE-01396,CR007,Yeller Bird,bird,0,3,damaged,1856,2,0.793,archivist,Capital Archives,1,13.85,13.85
SALE-01497,CR002,Stone Spine Lizard,reptile,5,7,fair,1856,2,0.718,unknown,Miasto Market,1,494.73,494.73
SALE-01525,CR014,Densmuck Crawler,arthropod,4,5,good,1856,2,0.322,trader,Miasto Market,1,66.74,66.74
SALE-01701,CR007,Yeller Bird,bird,0,3,good,1856,2,0.756,senator,Private Collection,1,73.4,73.4
SALE-01493,CR013,Quarry Toad,amphibian,2,3,fair,1856,3,0.875,collector,Scholar Study,3,20.52,61.56
SALE-01592,CR011,Cave Moth,insect,0,2,good,1856,3,0.556,display,Capital Display,2,8.96,17.92
SALE-01141,CR004,Swamp Hornet,insect,4,1,damaged,1856,4,0.672,unknown,Capital Display,1,2.59,2.59
SALE-01617,CR014,Densmuck Crawler,arthropod,4,5,partial,1856,4,0.947,scholar,Scholar Study,1,6.38,6.38
SALE-00094,CR013,Quarry Toad,amphibian,2,3,damaged,1856,5,0.577,display,Capital Display,2,12.8,25.6
SALE-00688,CR003,Granite Wren,bird,1,2,fair,1856,5,0.606,trader,Miasto Market,2,13.29,26.58
SALE-00765,CR003,Granite Wren,bird,1,2,fair,1856,5,0.564,archivist,Capital Archives,1,28.2,28.2
SALE-01137,CR004,Swamp Hornet,insect,4,1,fair,1856,5,0.526,display,Capital Display,1,2.86,2.86
SALE-01463,CR011,Cave Moth,insect,0,2,fair,1856,5,0.654,unknown,Private Collection,1,8.39,8.39
SALE-00199,CR009,Stakdur,reptile,9,8,damaged,1856,6,0.892,archivist,Capital Archives,2,877.16,1754.32
SALE-00317,CR004,Swamp Hornet,insect,4,1,damaged,1856,6,0.735,senator,Private Collection,2,3.09,6.18
SALE-00783,CR003,Granite Wren,bird,1,2,fair,1856,6,0.803,display,Capital Display,1,16.79,16.79
SALE-00971,CR011,Cave Moth,insect,0,2,fair,1856,6,0.791,scholar,Scholar Study,1,9.87,9.87
SALE-01433,CR005,Marsh Stalker,reptile,6,5,damaged,1856,6,0.393,collector,Capital Display,1,27.19,27.19
SALE-00934,CR003,Granite Wren,bird,1,2,damaged,1856,7,0.911,archivist,Capital Archives,3,7.54,22.62
SALE-01238,CR008,Wharver,mammal,8,6,good,1856,7,0.782,senator,Senate Zoological,1,933.64,933.64
SALE-01255,CR013,Quarry Toad,amphibian,2,3,fair,1856,7,0.571,collector,Senate Zoological,2,16.56,33.12
SALE-00727,CR004,Swamp Hornet,insect,4,1,damaged,1856,8,0.481,archivist,Capital Archives,3,2.39,7.17
SALE-01100,CR011,Cave Moth,insect,0,2,fair,1856,8,0.778,scholar,Scholar Study,2,10.94,21.88
SALE-00151,CR005,Marsh Stalker,reptile,6,5,fair,1856,9,0.682,scholar,Scholar Study,1,96.15,96.15
SALE-00351,CR013,Quarry Toad,amphibian,2,3,pristine,1856,9,0.847,trader,Miasto Market,1,24.73,24.73
SALE-00596,CR011,Cave Moth,insect,0,2,fair,1856,9,0.377,collector,Senate Zoological,4,9.27,37.08
SALE-00128,CR012,Tunnel Eel,fish,3,4,damaged,1856,10,0.755,senator,Senate Zoological,1,15.74,15.74
SALE-01302,CR014,Densmuck Crawler,arthropod,4,5,good,1856,10,0.73,trader,Miasto Market,1,37.01,37.01
SALE-01337,CR004,Swamp Hornet,insect,4,1,fair,1856,10,0.695,senator,Senate Zoological,2,6.01,12.02
SALE-01455,CR003,Granite Wren,bird,1,2,good,1856,10,0.782,senator,Senate Zoological,3,36.02,108.06
SALE-00526,CR007,Yeller Bird,bird,0,3,good,1856,11,0.539,trader,Miasto Market,2,37.35,74.7
SALE-01012,CR006,Glass Beetle,insect,2,6,fair,1856,11,0.729,senator,Senate Zoological,1,86.43,86.43
SALE-01064,CR013,Quarry Toad,amphibian,2,3,damaged,1856,11,0.661,archivist,Capital Archives,1,12.23,12.23
SALE-01328,CR013,Quarry Toad,amphibian,2,3,fair,1856,11,0.683,unknown,Capital Display,3,23.99,71.97
SALE-00286,CR012,Tunnel Eel,fish,3,4,damaged,1856,12,0.829,collector,Miasto Market,1,9.36,9.36
SALE-00612,CR005,Marsh Stalker,reptile,6,5,damaged,1856,12,0.696,archivist,Capital Archives,1,54.82,54.82
SALE-01011,CR003,Granite Wren,bird,1,2,fair,1856,12,0.939,collector,Unknown,2,15.96,31.92
SALE-01492,CR012,Tunnel Eel,fish,3,4,partial,1856,12,0.881,collector,Senate Zoological,1,9.31,9.31
SALE-01499,CR011,Cave Moth,insect,0,2,good,1856,12,0.702,unknown,Scholar Study,2,6.17,12.34
SALE-01542,CR011,Cave Moth,insect,0,2,damaged,1856,12,0.748,trader,Miasto Market,3,4.24,12.72
SALE-01857,CR011,Cave Moth,insect,0,2,fair,1856,12,0.582,collector,Capital Display,3,13.89,41.67
SALE-00440,CR008,Wharver,mammal,8,6,good,1856,13,0.474,unknown,Capital Archives,1,356.16,356.16
SALE-00527,CR013,Quarry Toad,amphibian,2,3,damaged,1856,13,0.525,scholar,Scholar Study,4,9.15,36.6
SALE-01358,CR012,Tunnel Eel,fish,3,4,fair,1856,13,0.645,collector,Capital Archives,2,36.51,73.02
SALE-01516,CR005,Marsh Stalker,reptile,6,5,pristine,1856,13,0.609,trader,Miasto Market,2,37.85,75.7
SALE-01528,CR003,Granite Wren,bird,1,2,fair,1856,13,0.599,senator,Senate Zoological,1,14.83,14.83
SALE-00563,CR013,Quarry Toad,amphibian,2,3,damaged,1856,14,0.793,unknown,Unknown,3,7.74,23.22
SALE-01576,CR011,Cave Moth,insect,0,2,damaged,1856,14,0.833,scholar,Scholar Study,4,8.69,34.76
SALE-01765,CR009,Stakdur,reptile,9,8,good,1856,14,0.482,scholar,Scholar Study,2,682.03,1364.06
SALE-00279,CR007,Yeller Bird,bird,0,3,pristine,1856,15,0.769,display,Capital Display,5,57.46,287.3
SALE-00262,CR011,Cave Moth,insect,0,2,fair,1856,16,0.887,collector,Capital Archives,1,10.94,10.94
SALE-00356,CR008,Wharver,mammal,8,6,damaged,1856,16,0.739,scholar,Scholar Study,1,232.39,232.39
SALE-00664,CR001,Leatherback Burrower,bird,3,4,fair,1856,16,0.7,archivist,Capital Archives,1,23.18,23.18
SALE-00769,CR007,Yeller Bird,bird,0,3,fair,1856,16,0.872,collector,Capital Archives,1,39.43,39.43
SALE-01224,CR004,Swamp Hornet,insect,4,1,damaged,1856,16,0.558,unknown,Private Collection,1,1.45,1.45
SALE-00662,CR014,Densmuck Crawler,arthropod,4,5,fair,1856,17,0.557,senator,Senate Zoological,1,51.34,51.34
SALE-01430,CR006,Glass Beetle,insect,2,6,fair,1856,17,0.799,trader,Miasto Market,1,25.11,25.11
SALE-01555,CR014,Densmuck Crawler,arthropod,4,5,fair,1856,17,0.957,senator,Senate Zoological,1,73.61,73.61
SALE-01919,CR013,Quarry Toad,amphibian,2,3,good,1856,17,0.685,display,Capital Display,2,14.22,28.44
SALE-00433,CR004,Swamp Hornet,insect,4,1,fair,1856,18,0.864,archivist,Capital Archives,1,2.11,2.11
SALE-00824,CR007,Yeller Bird,bird,0,3,fair,1856,18,0.759,display,Capital Display,4,26.79,107.16
SALE-01611,CR004,Swamp Hornet,insect,4,1,fair,1856,18,0.874,display,Capital Display,1,4.92,4.92
SALE-01067,CR010,Grimslew,mammal,7,7,damaged,1856,19,0.691,unknown,Scholar Study,2,187.34,374.68
SALE-01605,CR011,Cave Moth,insect,0,2,good,1856,19,0.586,senator,Senate Zoological,5,9.28,46.4
SALE-01636,CR012,Tunnel Eel,fish,3,4,fair,1856,19,0.63,display,Capital Display,1,25.53,25.53
SALE-01730,CR007,Yeller Bird,bird,0,3,damaged,1856,19,0.93,scholar,Scholar Study,3,23.62,70.86
SALE-01406,CR008,Wharver,mammal,8,6,pristine,1856,20,0.353,unknown,Senate Zoological,1,98.91,98.91
SALE-01766,CR004,Swamp Hornet,insect,4,1,damaged,1856,20,0.712,scholar,Scholar Study,3,1.43,4.29
SALE-00166,CR001,Leatherback Burrower,bird,3,4,fair,1856,21,0.771,collector,Capital Archives,1,21.57,21.57
SALE-00991,CR007,Yeller Bird,bird,0,3,damaged,1856,21,0.795,collector,Scholar Study,2,30.65,61.3
SALE-01779,CR006,Glass Beetle,insect,2,6,fair,1856,21,0.732,display,Capital Display,1,48.58,48.58
SALE-00168,CR008,Wharver,mammal,8,6,fair,1856,22,0.534,collector,Scholar Study,1,341.19,341.19
SALE-00530,CR003,Granite Wren,bird,1,2,fair,1856,22,0.867,scholar,Scholar Study,2,12.61,25.22
SALE-01208,CR005,Marsh Stalker,reptile,6,5,partial,1856,22,0.805,display,Capital Display,2,52.91,105.82
SALE-01312,CR005,Marsh Stalker,reptile,6,5,fair,1856,22,0.931,display,Capital Display,2,66.02,132.04
SALE-01391,CR002,Stone Spine Lizard,reptile,5,7,good,1856,22,0.821,collector,Senate Zoological,1,218.37,218.37
SALE-00534,CR002,Stone Spine Lizard,reptile,5,7,fair,1856,23,0.538,trader,Miasto Market,1,92.68,92.68
SALE-00988,CR013,Quarry Toad,amphibian,2,3,fair,1856,23,0.84,display,Capital Display,1,8.8,8.8
SALE-01239,CR006,Glass Beetle,insect,2,6,good,1856,23,0.886,scholar,Scholar Study,1,101.91,101.91
SALE-01519,CR010,Grimslew,mammal,7,7,good,1856,23,0.425,senator,Private Collection,1,164.16,164.16
SALE-01837,CR004,Swamp Hornet,insect,4,1,good,1856,23,0.871,trader,Miasto Market,3,3.73,11.19
SALE-00525,CR001,Leatherback Burrower,bird,3,4,pristine,1856,24,0.736,unknown,Private Collection,1,61.74,61.74
SALE-01629,CR006,Glass Beetle,insect,2,6,good,1856,24,0.774,unknown,Miasto Market,1,122.43,122.43
SALE-00673,CR011,Cave Moth,insect,0,2,good,1856,25,0.555,collector,Miasto Market,3,11.48,34.44
SALE-00024,CR012,Tunnel Eel,fish,3,4,damaged,1856,26,0.516,trader,Miasto Market,1,12.71,12.71
SALE-00136,CR009,Stakdur,reptile,9,8,fair,1856,26,0.566,display,Capital Display,1,307.08,307.08
SALE-00862,CR009,Stakdur,reptile,9,8,partial,1856,26,0.755,unknown,Unknown,1,233.88,233.88
SALE-00907,CR011,Cave Moth,insect,0,2,partial,1856,26,0.678,unknown,Scholar Study,1,1.66,1.66
SALE-01145,CR005,Marsh Stalker,reptile,6,5,good,1856,26,0.558,display,Capital Display,1,53.48,53.48
SALE-01353,CR007,Yeller Bird,bird,0,3,fair,1856,26,0.883,collector,Scholar Study,3,37.01,111.03
SALE-01573,CR011,Cave Moth,insect,0,2,good,1856,26,0.636,unknown,Miasto Market,2,9.06,18.12
SALE-01574,CR012,Tunnel Eel,fish,3,4,fair,1856,26,0.579,display,Capital Display,1,35.03,35.03
SALE-01590,CR012,Tunnel Eel,fish,3,4,fair,1856,26,0.485,unknown,Senate Zoological,1,24.47,24.47
SALE-01791,CR005,Marsh Stalker,reptile,6,5,fair,1856,26,0.531,unknown,Miasto Market,1,20.79,20.79
SALE-00175,CR011,Cave Moth,insect,0,2,pristine,1856,27,0.74,scholar,Scholar Study,1,13.81,13.81
SALE-00256,CR007,Yeller Bird,bird,0,3,pristine,1856,27,0.636,senator,Senate Zoological,1,90.41,90.41
SALE-00617,CR007,Yeller Bird,bird,0,3,fair,1856,27,0.677,senator,Private Collection,2,22.29,44.58
SALE-00763,CR008,Wharver,mammal,8,6,good,1856,27,0.571,unknown,Capital Display,1,83.43,83.43
SALE-01551,CR012,Tunnel Eel,fish,3,4,good,1856,27,0.715,archivist,Capital Archives,1,25.83,25.83
SALE-01959,CR002,Stone Spine Lizard,reptile,5,7,fair,1856,27,0.518,display,Capital Display,1,286.2,286.2
SALE-00288,CR005,Marsh Stalker,reptile,6,5,fair,1856,28,0.853,scholar,Scholar Study,2,42.1,84.2
SALE-01058,CR004,Swamp Hornet,insect,4,1,partial,1856,28,0.881,display,Capital Display,1,1.0,1.0
SALE-01175,CR011,Cave Moth,insect,0,2,fair,1856,28,0.8,scholar,Scholar Study,3,7.6,22.8
SALE-01262,CR006,Glass Beetle,insect,2,6,damaged,1856,28,0.712,senator,Senate Zoological,1,58.9,58.9
SALE-01342,CR013,Quarry Toad,amphibian,2,3,fair,1856,28,0.781,archivist,Capital Archives,1,29.73,29.73
SALE-01688,CR004,Swamp Hornet,insect,4,1,pristine,1856,28,0.598,collector,Scholar Study,2,8.94,17.88
SALE-00499,CR003,Granite Wren,bird,1,2,good,1856,29,0.756,scholar,Scholar Study,1,20.68,20.68
SALE-00714,CR010,Grimslew,mammal,7,7,good,1856,29,0.867,unknown,Scholar Study,1,272.72,272.72
SALE-01093,CR004,Swamp Hornet,insect,4,1,fair,1856,30,0.701,unknown,Miasto Market,1,1.72,1.72
SALE-01775,CR005,Marsh Stalker,reptile,6,5,pristine,1856,30,0.857,archivist,Capital Archives,1,178.92,178.92
SALE-01109,CR011,Cave Moth,insect,0,2,fair,1856,31,0.951,unknown,Senate Zoological,1,13.29,13.29
SALE-01192,CR014,Densmuck Crawler,arthropod,4,5,damaged,1856,31,0.863,archivist,Capital Archives,1,30.59,30.59
SALE-01501,CR011,Cave Moth,insect,0,2,good,1856,31,0.605,collector,Miasto Market,2,11.3,22.6
SALE-00034,CR005,Marsh Stalker,reptile,6,5,partial,1856,32,0.915,trader,Miasto Market,1,35.52,35.52
SALE-00108,CR007,Yeller Bird,bird,0,3,fair,1856,32,0.877,senator,Senate Zoological,1,76.95,76.95
SALE-00892,CR011,Cave Moth,insect,0,2,damaged,1856,32,0.393,trader,Miasto Market,2,4.73,9.46
SALE-00975,CR012,Tunnel Eel,fish,3,4,pristine,1856,32,0.761,collector,Capital Display,1,55.76,55.76
SALE-01664,CR003,Granite Wren,bird,1,2,fair,1856,32,0.885,archivist,Capital Archives,2,14.27,28.54
SALE-01760,CR011,Cave Moth,insect,0,2,good,1856,32,0.591,senator,Private Collection,4,9.95,39.8
SALE-00475,CR007,Yeller Bird,bird,0,3,fair,1856,33,0.642,collector,Senate Zoological,2,50.15,100.3
SALE-01019,CR004,Swamp Hornet,insect,4,1,fair,1856,33,0.872,collector,Private Collection,4,3.28,13.12
SALE-01289,CR007,Yeller Bird,bird,0,3,fair,1856,33,0.935,display,Capital Display,2,42.61,85.22
SALE-01950,CR003,Granite Wren,bird,1,2,good,1856,33,0.794,trader,Miasto Market,4,18.39,73.56
SALE-00439,CR001,Leatherback Burrower,bird,3,4,fair,1856,34,0.83,senator,Senate Zoological,1,49.06,49.06
SALE-00877,CR001,Leatherback Burrower,bird,3,4,good,1856,34,0.608,collector,Capital Display,1,69.07,69.07
SALE-00734,CR013,Quarry Toad,amphibian,2,3,damaged,1856,35,0.593,unknown,Private Collection,4,9.46,37.84
SALE-01842,CR001,Leatherback Burrower,bird,3,4,good,1856,35,0.686,unknown,Unknown,1,22.19,22.19
SALE-01195,CR011,Cave Moth,insect,0,2,fair,1856,36,0.714,display,Capital Display,2,6.14,12.28
SALE-01216,CR003,Granite Wren,bird,1,2,partial,1856,36,0.932,archivist,Capital Archives,1,3.46,3.46
SALE-01773,CR006,Glass Beetle,insect,2,6,good,1856,36,0.931,scholar,Scholar Study,1,58.08,58.08
SALE-01465,CR005,Marsh Stalker,reptile,6,5,fair,1856,37,0.746,archivist,Capital Archives,1,180.43,180.43
SALE-00538,CR001,Leatherback Burrower,bird,3,4,damaged,1856,38,0.25,archivist,Capital Archives,2,14.17,28.34
SALE-01425,CR012,Tunnel Eel,fish,3,4,fair,1856,38,0.865,unknown,Private Collection,1,22.63,22.63
SALE-00242,CR013,Quarry Toad,amphibian,2,3,good,1856,39,0.911,senator,Senate Zoological,3,31.21,93.63
SALE-00250,CR003,Granite Wren,bird,1,2,partial,1856,39,0.728,scholar,Scholar Study,2,4.81,9.62
SALE-00502,CR002,Stone Spine Lizard,reptile,5,7,fair,1856,39,0.474,senator,Private Collection,1,95.28,95.28
SALE-00371,CR012,Tunnel Eel,fish,3,4,pristine,1856,40,0.887,trader,Miasto Market,2,25.74,51.48
SALE-00899,CR011,Cave Moth,insect,0,2,damaged,1856,40,0.769,scholar,Scholar Study,3,5.31,15.93
SALE-00926,CR002,Stone Spine Lizard,reptile,5,7,fair,1856,40,0.96,scholar,Scholar Study,1,156.79,156.79
SALE-01106,CR002,Stone Spine Lizard,reptile,5,7,fair,1856,40,0.665,unknown,Scholar Study,1,103.55,103.55
SALE-01486,CR013,Quarry Toad,amphibian,2,3,good,1856,40,0.508,unknown,Capital Display,1,17.07,17.07
SALE-00809,CR006,Glass Beetle,insect,2,6,good,1856,41,0.855,display,Capital Display,1,113.35,113.35
SALE-01796,CR013,Quarry Toad,amphibian,2,3,fair,1856,41,0.809,archivist,Capital Archives,1,27.05,27.05
SALE-01987,CR005,Marsh Stalker,reptile,6,5,pristine,1856,41,0.556,collector,Senate Zoological,2,63.13,126.26
SALE-00048,CR013,Quarry Toad,amphibian,2,3,partial,1856,42,0.84,scholar,Scholar Study,1,3.22,3.22
SALE-00236,CR013,Quarry Toad,amphibian,2,3,fair,1856,42,0.529,trader,Miasto Market,1,15.75,15.75
SALE-00587,CR006,Glass Beetle,insect,2,6,damaged,1856,42,0.682,collector,Miasto Market,1,45.37,45.37
SALE-00921,CR006,Glass Beetle,insect,2,6,damaged,1856,42,0.9,collector,Capital Display,1,59.39,59.39
SALE-01742,CR012,Tunnel Eel,fish,3,4,fair,1856,42,0.701,senator,Senate Zoological,2,31.57,63.14
SALE-01918,CR009,Stakdur,reptile,9,8,fair,1856,42,0.445,unknown,Unknown,1,187.68,187.68
SALE-01040,CR003,Granite Wren,bird,1,2,fair,1856,43,0.433,senator,Private Collection,3,11.72,35.16
SALE-01086,CR003,Granite Wren,bird,1,2,fair,1856,43,0.881,unknown,Scholar Study,2,13.3,26.6
SALE-01409,CR007,Yeller Bird,bird,0,3,damaged,1856,43,0.632,archivist,Capital Archives,2,31.55,63.1
SALE-00153,CR001,Leatherback Burrower,bird,3,4,good,1856,44,0.949,collector,Capital Display,1,27.21,27.21
SALE-00481,CR007,Yeller Bird,bird,0,3,damaged,1856,44,0.829,unknown,Capital Display,4,26.67,106.68
SALE-01366,CR003,Granite Wren,bird,1,2,damaged,1856,44,0.783,unknown,Unknown,5,7.9,39.5
SALE-00205,CR007,Yeller Bird,bird,0,3,partial,1856,45,0.955,scholar,Scholar Study,1,16.51,16.51
SALE-00218,CR001,Leatherback Burrower,bird,3,4,fair,1856,45,0.458,unknown,Private Collection,1,27.7,27.7
SALE-01250,CR012,Tunnel Eel,fish,3,4,fair,1856,45,0.722,unknown,Miasto Market,1,37.77,37.77
SALE-01924,CR011,Cave Moth,insect,0,2,fair,1856,45,0.917,collector,Capital Archives,2,6.45,12.9
SALE-00088,CR009,Stakdur,reptile,9,8,partial,1856,46,0.584,senator,Senate Zoological,1,89.03,89.03
SALE-00407,CR007,Yeller Bird,bird,0,3,damaged,1856,46,0.811,archivist,Capital Archives,2,17.67,35.34
SALE-00707,CR006,Glass Beetle,insect,2,6,pristine,1856,46,0.795,display,Capital Display,2,237.45,474.9
SALE-00800,CR013,Quarry Toad,amphibian,2,3,fair,1856,46,0.376,collector,Senate Zoological,2,13.86,27.72
SALE-00264,CR005,Marsh Stalker,reptile,6,5,good,1856,47,0.68,unknown,Scholar Study,1,260.17,260.17
SALE-00914,CR012,Tunnel Eel,fish,3,4,damaged,1856,47,0.816,unknown,Unknown,1,19.46,19.46
SALE-01256,CR013,Quarry Toad,amphibian,2,3,fair,1856,47,0.906,trader,Miasto Market,3,9.99,29.97
SALE-01534,CR001,Leatherback Burrower,bird,3,4,partial,1856,48,0.495,collector,Capital Display,1,8.28,8.28
SALE-00191,CR009,Stakdur,reptile,9,8,fair,1856,49,0.972,senator,Private Collection,1,420.37,420.37
SALE-00233,CR010,Grimslew,mammal,7,7,pristine,1856,49,0.827,collector,Capital Display,2,351.73,703.46
SALE-00436,CR008,Wharver,mammal,8,6,damaged,1856,49,0.855,collector,Unknown,1,361.62,361.62
SALE-00571,CR001,Leatherback Burrower,bird,3,4,pristine,1856,49,0.755,collector,Unknown,1,64.36,64.36
SALE-01441,CR003,Granite Wren,bird,1,2,fair,1856,50,0.985,collector,Miasto Market,1,25.96,25.96
SALE-00724,CR012,Tunnel Eel,fish,3,4,partial,1856,51,0.447,scholar,Scholar Study,1,8.19,8.19
SALE-01572,CR006,Glass Beetle,insect,2,6,good,1856,51,0.609,scholar,Scholar Study,1,82.22,82.22
SALE-00001,CR014,Densmuck Crawler,arthropod,4,5,damaged,1856,52,0.288,trader,Miasto Market,1,21.1,21.1
SALE-00222,CR010,Grimslew,mammal,7,7,fair,1856,52,0.512,display,Capital Display,1,454.63,454.63
SALE-00818,CR005,Marsh Stalker,reptile,6,5,fair,1856,52,0.517,display,Capital Display,1,110.48,110.48
SALE-01603,CR013,Quarry Toad,amphibian,2,3,fair,1856,52,0.52,trader,Miasto Market,1,21.45,21.45
SALE-00072,CR008,Wharver,mammal,8,6,good,1857,1,0.916,unknown,Capital Display,2,1185.94,2371.88
SALE-00276,CR007,Yeller Bird,bird,0,3,good,1857,1,0.626,trader,Miasto Market,2,54.59,109.18
SALE-01002,CR011,Cave Moth,insect,0,2,partial,1857,1,0.776,archivist,Capital Archives,3,1.85,5.55
SALE-01157,CR004,Swamp Hornet,insect,4,1,fair,1857,1,0.755,scholar,Scholar Study,5,2.69,13.45
SALE-01305,CR003,Granite Wren,bird,1,2,damaged,1857,1,0.951,scholar,Scholar Study,1,6.68,6.68
SALE-01579,CR007,Yeller Bird,bird,0,3,good,1857,1,0.856,display,Capital Display,4,94.85,379.4
SALE-01815,CR013,Quarry Toad,amphibian,2,3,damaged,1857,1,0.814,senator,Private Collection,3,19.5,58.5
SALE-00821,CR013,Quarry Toad,amphibian,2,3,fair,1857,2,0.636,scholar,Scholar Study,1,29.28,29.28
SALE-00957,CR004,Swamp Hornet,insect,4,1,good,1857,2,0.62,unknown,Private Collection,4,2.79,11.16
SALE-01317,CR005,Marsh Stalker,reptile,6,5,damaged,1857,2,0.585,display,Capital Display,1,73.75,73.75
SALE-01633,CR013,Quarry Toad,amphibian,2,3,good,1857,2,0.959,trader,Miasto Market,1,22.07,22.07
SALE-00621,CR003,Granite Wren,bird,1,2,fair,1857,3,0.509,unknown,Capital Display,1,16.53,16.53
SALE-01069,CR004,Swamp Hornet,insect,4,1,good,1857,3,0.457,scholar,Scholar Study,2,4.08,8.16
SALE-00270,CR007,Yeller Bird,bird,0,3,damaged,1857,4,0.914,senator,Senate Zoological,3,58.69,176.07
SALE-00623,CR012,Tunnel Eel,fish,3,4,good,1857,4,0.798,collector,Private Collection,1,17.22,17.22
SALE-01245,CR013,Quarry Toad,amphibian,2,3,good,1857,4,0.801,archivist,Capital Archives,4,32.15,128.6
SALE-00134,CR011,Cave Moth,insect,0,2,damaged,1857,5,0.559,archivist,Capital Archives,3,3.89,11.67
SALE-01403,CR005,Marsh Stalker,reptile,6,5,fair,1857,5,0.807,unknown,Capital Archives,1,34.65,34.65
SALE-01581,CR013,Quarry Toad,amphibian,2,3,fair,1857,5,0.582,collector,Capital Archives,3,9.17,27.51
SALE-00521,CR001,Leatherback Burrower,bird,3,4,damaged,1857,7,0.778,display,Capital Display,2,20.53,41.06
SALE-01840,CR010,Grimslew,mammal,7,7,partial,1857,7,0.893,display,Capital Display,2,53.31,106.62
SALE-00223,CR003,Granite Wren,bird,1,2,good,1857,8,0.742,display,Capital Display,1,31.25,31.25
